first_input,second_input,output,real
dragon wizard,dragon wizard,dragon wizard,TRUE
dragon,dragon wizard,dragon wizard,TRUE
Empire State Building,King Kong,Empire Kong,TRUE
home,moon,lunar,TRUE
sand buggy,sand,dune buggy,TRUE
super doctor,super doctor,super doctor,TRUE
super doctor,doctor,super doctor,TRUE
super doctor,Superman,super doctor,TRUE
Thanksgiving,alcohol,drunk uncle,TRUE
pain,pain,suffering,TRUE
pain,death,suffering,TRUE
behead,queen,chess,TRUE
swimming,swimming pool,swimmer,TRUE
divorce,behead,decapitate,TRUE
zombie,vampire,zompire,TRUE
home,ghost,haunted,TRUE
art,Joker,Picasso,TRUE
wisdom,human,philosopher,TRUE
Doctor Who,Doctor Who,Doctor Who,TRUE
love,peace,hippie,TRUE
curse,curse,hex,TRUE
spell,curse,hex,TRUE
Disney World,Disney World,Disney World,TRUE
Disneyland,Disney World,Disney,TRUE
hot dog,family,pet,TRUE
hate,war,enemy,TRUE
Tartarus,Tartarus,Tartarus,TRUE
Hades,Tartarus,Tartarus,TRUE
dog,family,pet,TRUE
fire,hot,heat,TRUE
candle,candle,torch,TRUE
vigilante,vigilante,vigilante,TRUE
Batman,Dark Kermit,Dark Knight,TRUE
Arkham,Arkham,Arkham,TRUE
jack-in-the-box,clown,jack-in-the-box,TRUE
Middle Earth,Vulcan,Spock,TRUE
Middle Earth,river,Anduin,TRUE
genie,home,bottle,TRUE
icecream,icecream cone,icecream cone,TRUE
cured meat,prosciutto,prosciutto,TRUE
caramel apple,caramel apple pie,caramel apple pie,TRUE
Valentine's Day,divorce,Splitsville,TRUE
baby,teenager,teenager,TRUE
dice,luck,gambling,TRUE
Aragorn,Lord of the Rings,Viggo Mortensen,TRUE
home,aquarium,fish tank,TRUE
life,death,reincarnation,TRUE
wizard,demon,warlock,TRUE
Olympus,Mount Olympus,Mount Olympus,TRUE
Mount Olympus,Mount Olympus,Mount Olympus,TRUE
darkest,darkest,darkest,TRUE
dune buggy,snowmobile,snow buggy,TRUE
feast,feast,banquet,TRUE
dinner,feast,banquet,TRUE
pengkraken,hospital,pengkraken,FALSE
Thanksgiving,unicorn,turkeycorn,FALSE
sponge,sponge,sponge,TRUE
human,sponge,scuba diver,TRUE
taxi,driver,cab,TRUE
headache,pain,aspirin,TRUE
home,obsession,hoarder,TRUE
Tardis,Doctor Who,Time Lord,TRUE
tomb,grave,crypt,TRUE
candle,birthday,cake,TRUE
scarecrow,lion,Cowardly Lion,TRUE
home,fire,fireplace,TRUE
Superman,Poison Ivy,kryptonite,TRUE
fisherman,Theseus,Perseus,TRUE
camp,fire,smores,TRUE
smore,campfire,marshmallow,TRUE
speed,engine,race,TRUE
laughter,earthquake,hysterics,TRUE
love,Don Quixote,Sancho Panza,TRUE
love,obsession,stalker,TRUE
earth,home,farm,TRUE
home,water,pool,TRUE
home,mud,pigpen,TRUE
home,dirt,farm,TRUE
home,dust,dustbin,TRUE
home,Odin,Valhalla,TRUE
home,tank,bunker,TRUE
home,tsunami,ruin,TRUE
divorce,splitting,assets,TRUE
hate,home,hometown,TRUE
home,avalanche,ruin,TRUE
home,vacation,hotel,TRUE
home,Viking,Valhalla,TRUE
real,real,real,TRUE
child,teenager,adult,TRUE
frog king,frog king,frog queen,TRUE
Captain Yin,Captain Yang,Captain YinYang,FALSE
lung cancer,death,smoking,TRUE
ex-wife,divorce,splitting headache,TRUE
Amazon,ape,Wonder Woman,TRUE
cancer,patient,chemotherapy,TRUE
human,driver,chauffeur,TRUE
home,poetry,haiku,TRUE
river,swimming pool,water park,TRUE
chess,chess,checkers,TRUE
werewolf,Jacob,Jacobwolf,FALSE
foggy ghost,foggy ghost,foggy ghost,FALSE
home,Thor,hammer,TRUE
darkest night,Star Wars,Star Wars: Darkest Night,FALSE
clown,Joker,harlequin,TRUE
galaxy,Star Wars,[not],FALSE
zombie,apple,[not],FALSE
claymore,mine,[not],FALSE
Gollum,smog,smoggum,FALSE
door,house,home,TRUE
Ragnarok,house,home,TRUE
Wendy,Peter Pan,love,TRUE
hippie,peace,love,TRUE
Valentine's Day,chocolate,love,TRUE
Harley Quinn,Joker,love,TRUE
evolution,neanderthal,human,TRUE
torch,torch,fire,TRUE
candle,torch,fire,TRUE
Gondor,Rivendell,Middle Earth,TRUE
home,Arda,Middle Earth,TRUE
twilight,crime,vampire,TRUE
Abraham,Dracula,vampire,TRUE
Vlad,Dracula,vampire,TRUE
stake,Vlad,vampire,TRUE
blackest,human,vampire,TRUE
heartless,zombie,vampire,TRUE
heartless,Dracula,vampire,TRUE
crime,Dracula,vampire,TRUE
fear,bat,vampire,TRUE
beast,monster,dragon,TRUE
Baby Moon,Baby Moon,moon,TRUE
moon,Death Star,moon,TRUE
Middle Earth,Fellowship,Lord of the Rings,TRUE
Middle Earth,Rivendell,Lord of the Rings,TRUE
Middle Earth,Rohan,Lord of the Rings,TRUE
Middle Earth,Ragnarok,Lord of the Rings,TRUE
Sauron,Mordor,Lord of the Rings,TRUE
battle,Helm's Deep,Lord of the Rings,TRUE
necromancer,Sauron,Lord of the Rings,TRUE
Mount Doom,Sauron,Lord of the Rings,TRUE
Viggo Mortensen,Aragorn,Lord of the Rings,TRUE
Rohan,hobbit,Lord of the Rings,TRUE
Legolas,hobbit,Lord of the Rings,TRUE
The Hobbit,poem,Lord of the Rings,TRUE
One Ring,Sauron,Lord of the Rings,TRUE
Frodo,The Hobbit,Lord of the Rings,TRUE
Fellowship,hobbit,Lord of the Rings,TRUE
Gollum,The Hobbit,Lord of the Rings,TRUE
hook,fishing rod,fish,TRUE
turkey,fishbowl,fish,TRUE
hell,hell,volcano,TRUE
hysterics,earthquake,tsunami,TRUE
home,treehouse,tree,TRUE
water park,water park,lake,TRUE
checkmate,queen,king,TRUE
vampire,Abraham,Dracula,TRUE
heartless,vampire,Dracula,TRUE
crime,vampire,Dracula,TRUE
Vlad,vampire,Dracula,TRUE
smoking,smoking,smoke,TRUE
fear,dune,sand,TRUE
Superman,penance,Batman,TRUE
Batcave,home,Batman,TRUE
Batcave,Batmobile,Batman,TRUE
penance,Batman,Batman,TRUE
Batman,Dark Knight,Batman,TRUE
Batman,Wolverine,Batman,TRUE
Bruce Wayne,government,Batman,TRUE
Zeus,Athena,Poseidon,TRUE
Osiris,sea,Poseidon,TRUE
Nen Hithoel,Athena,Poseidon,TRUE
plantation,plantation,forest,TRUE
The Hobbit,Lord of the Rings,The Silmarillion,TRUE
paradox,universe,god,TRUE
home,Ragnarok,house,TRUE
home,bunker,house,TRUE
hoarder,home,house,TRUE
door,home,house,TRUE
tent,tent,house,TRUE
ghost,haunted,house,TRUE
home,hammer,house,TRUE
feast,banquet,party,TRUE
alcohol,drunk uncle,party,TRUE
fossil,turkey,dinosaur,TRUE
One Ring,Gollum,hobbit,TRUE
home,Rohan,hobbit,TRUE
Fellowship,Lord of the Rings,hobbit,TRUE
Shire,Bilbo,hobbit,TRUE
airship,apple,pirate,TRUE
Middle Earth,Mordor,war,TRUE
battle,fight,war,TRUE
peace,truce,war,TRUE
hell,heaven,angel,TRUE
Fellowship,Aragorn,ring,TRUE
love,Death Star,Darth Vader,TRUE
heartless,human,zombie,TRUE
necromancer,zombie king,zombie,TRUE
zompire,zompire,zombie,TRUE
zombie doctor,hospital,zombie,TRUE
zombie doctor,Frankenstein,zombie,TRUE
government,tax,money,TRUE
Lord of the Rings,Smeagol,Gollum,TRUE
Smeagol,Smeagol,Gollum,TRUE
Lord of the Rings,Balrog,Gollum,TRUE
Gandalf,Balrog,Gollum,TRUE
Middle Earth,Balrog,Gollum,TRUE
One Ring,hobbit,Gollum,TRUE
desert,Mordor,Gollum,TRUE
swamp,Smeagol,Gollum,TRUE
checkmate,princess,queen,TRUE
wife,mistress,divorce,TRUE
ex-wife,mistress,divorce,TRUE
Ragnarok,marriage,divorce,TRUE
Rivendell,hobbit,elf,TRUE
Arwen,waterfall,elf,TRUE
Baby Moon,moon,werewolf,TRUE
door,princess,prince,TRUE
beast,minotaur,monster,TRUE
love,Fellowship,family,TRUE
dog,puppy,family,TRUE
child,adult,family,TRUE
Amazon,Wonder Woman,princess,TRUE
Leia,Star Wars,princess,TRUE
safari,Africa,lion,TRUE
cage,circus,lion,TRUE
lion,beast,lion,TRUE
lion,Cowardly Lion,lion,TRUE
family,pride,lion,TRUE
zoo,cage,animal,TRUE
Africa,Africa,desert,TRUE
Osiris,Thor,Zeus,TRUE
fire,Mordor,Sauron,TRUE
necromancer,Lord of the Rings,Sauron,TRUE
Mordor,Lord of the Rings,Sauron,TRUE
Mount Doom,Mordor,Sauron,TRUE
smoke,Mordor,Sauron,TRUE
Lord of the Rings,One Ring,Sauron,TRUE
lava,Mount Doom,Sauron,TRUE
Mount Doom,Lord of the Rings,Sauron,TRUE
One Ring,Mordor,Sauron,TRUE
supernova,Death Star,black hole,TRUE
elixir,philosopher's stone,gold,TRUE
philosopher's stone,gold,gold,TRUE
home,asylum,prison,TRUE
cage,cage,prison,TRUE
escape,freedom,prison,TRUE
prisoner,escape,freedom,TRUE
escape,prison,freedom,TRUE
slavery,paradox,freedom,TRUE
revolution,America,freedom,TRUE
Joker,Picasso,art,TRUE
turkey,tree,Christmas,TRUE
family,Arwen,Elrond,TRUE
home,Rivendell,Elrond,TRUE
Rivendell,Lord of the Rings,Elrond,TRUE
Lord of the Rings,Viggo Mortensen,Aragorn,TRUE
Middle Earth,Anduin,Aragorn,TRUE
love,Arwen,Aragorn,TRUE
love,Rohan,Aragorn,TRUE
Middle Earth,Legolas,Aragorn,TRUE
cure,Legolas,Aragorn,TRUE
rash,medicine,cure,TRUE
Tardis,Time Lord,doctor,TRUE
government,Batman,Superman,TRUE
love,Ragnarok,marriage,TRUE
Middle Earth,Thorin,The Hobbit,TRUE
The Hobbit,The Hobbit,The Hobbit,TRUE
Smaug,The Hobbit,The Hobbit,TRUE
vampire,fear,bat,TRUE
blackest,vampire,bat,TRUE
war,fight,battle,TRUE
fight,fight,battle,TRUE
Lord of the Rings,Helm's Deep,battle,TRUE
enemy,fight,battle,TRUE
volcano,One Ring,Mordor,TRUE
Middle Earth,Gondor,Mordor,TRUE
Middle Earth,Death Star,Mordor,TRUE
Middle Earth,Mount Doom,Mordor,TRUE
Mordor,Mordor,Mordor,TRUE
campground,tent,campfire,TRUE
camp,tent,campfire,TRUE
tent,camping,campfire,TRUE
smores,smores,campfire,TRUE
chimpanzee,Amazon,monkey,TRUE
chimp,chimpanzee,monkey,TRUE
chimpanzee,marsh,monkey,TRUE
politician,corruption,politician,TRUE
politician,priest,politician,TRUE
quagmire,Shakespeare,quagmire,TRUE
pomegranate,Persephone,Hades,TRUE
underworld,hell,Hades,TRUE
pet,dog,cat,TRUE
shade,darkness,night,TRUE
Gondor,tree,Ent,TRUE
home,haunted,ghost,TRUE
grave,cemetery,ghost,TRUE
Eve,Abraham,Adam,TRUE
apple,heartless,Adam,TRUE
mermaid,Sagittarius,Ariel,TRUE
penance,smoke,incense,TRUE
love,Thorin,dwarf,TRUE
earth,skyscraper,city,TRUE
skyscraper,skyscraper,city,TRUE
Death Star,galaxy,Star Wars,TRUE
Yoda,galaxy,Star Wars,TRUE
Star Wars,Death Star,Star Wars,TRUE
space,Death Star,Star Wars,TRUE
princess,Leia,Star Wars,TRUE
church,Vatican,Pope,TRUE
cathedral,Vatican,Pope,TRUE
Vatican,Catholic,Pope,TRUE
priest,human,Pope,TRUE
angel,Vatican,Pope,TRUE
zombie doctor,Jupiter,Frankenstein,TRUE
volcano,Mount Doom,eruption,TRUE
life,reincarnation,life,TRUE
pain,suffering,life,TRUE
Hades,Satan,hell,TRUE
Africa,Egypt,pyramid,TRUE
volcano,Satan,hell,TRUE
cage,prison,jail,TRUE
minotaur,fishing rod,fisherman,TRUE
Yoda,summer,Sith,TRUE
Batman,Harley Quinn,Joker,TRUE
Harley Quinn,love,Joker,TRUE
politician,crime,politics,TRUE
money,corruption,politics,TRUE
crime,corruption,politics,TRUE
crime,bribe,politics,TRUE
terror,terrorism,terrorist,TRUE
minotaur,chimera,centaur,TRUE
chimera,Sagittarius,centaur,TRUE
beast,centaur,minotaur,TRUE
turkey,human,Thanksgiving,TRUE
city,turkey,Thanksgiving,TRUE
turkey,genie,Thanksgiving,TRUE
dinosaur,turkey,Thanksgiving,TRUE
turkeycorn,turkey,Thanksgiving,TRUE
turkey,Thanksgiving,Thanksgiving,TRUE
salt,turkey,Thanksgiving,TRUE
pie,turkey,Thanksgiving,TRUE
Christianity,hell,Catholicism,TRUE
war,truce,peace,TRUE
truce,truce,peace,TRUE
love,hippie,peace,TRUE
yin yang,zen,Buddha,TRUE
zen,enlightenment,Buddha,TRUE
centaur,Sagittarius,archer,TRUE
Sagittarius,Sagittarius,archer,TRUE
Osiris,Osiris,Osiris,TRUE
Mordor,Aragorn,One Ring,TRUE
picnic,sandwich,ant,TRUE
picnic,annoyance,ant,TRUE
slavery,plantation,cotton,TRUE
shade,shadow,darkness,TRUE
shade,night,darkness,TRUE
Empire State Building,skyscraper,New York,TRUE
baby,Baby Moon,twins,TRUE
Yoda,Yoda,Yoda,TRUE
Yoda,god,Jedi,TRUE
Star Wars,Yoda,Jedi,TRUE
Balrog,smog,pollution,TRUE
home,Wendy,Peter Pan,TRUE
Wendy,love,Peter Pan,TRUE
unicorn,sinner,saint,TRUE
Hades,pomegranate,Persephone,TRUE
Demeter,Zeus,Persephone,TRUE
Demeter,pomegranate,Persephone,TRUE
tent,campfire,camping,TRUE
zen,Tao,yin yang,TRUE
drunk uncle,human,uncle,TRUE
suffering,life,death,TRUE
traffic jam,traffic jam,traffic jam,TRUE
traffic,traffic jam,traffic jam,TRUE
tranquility,paradise,heaven,TRUE
Jesus,hell,heaven,TRUE
home,Denmark,Hamlet,TRUE
home,Shakespeare,Hamlet,TRUE
Shakespeare,ghost,Hamlet,TRUE
Shakespeare,hook,Hamlet,TRUE
Aragorn,Thorin,Gimli,TRUE
underworld,Osiris,mummy,TRUE
Thorin,dwarf,Gimli,TRUE
fire,Balrog,golem,TRUE
hobbit,The Hobbit,Bilbo Baggins,TRUE
Legolas,Legolas,Legolas,TRUE
torch,fire,light,TRUE
Middle Earth,One Ring,Dark Lord,TRUE
One Ring,Gandalf,Dark Lord,TRUE
street,lightbulb,lamp,TRUE
street,light,lamp,TRUE
Batman,crime,justice,TRUE
cow,hamburger,cheeseburger,TRUE
hot dog,hamburger,cheeseburger,TRUE
cow,burger,cheeseburger,TRUE
steak,burger,cheeseburger,TRUE
terrorist,terrorism,terror,TRUE
terrorism,terrorism,terror,TRUE
Batman,Abraham,Lincoln,TRUE
priest,wall,church,TRUE
fear,horror,terror,TRUE
Wolverine,Abraham,Lincoln,TRUE
home,Valhalla,Odin,TRUE
Osiris,Zeus,Odin,TRUE
Odin,Ragnarok,Thor,TRUE
war,Ragnarok,Thor,TRUE
puppy,puppy,dog,TRUE
puppy,family,dog,TRUE
love,puppy,dog,TRUE
clown,circus,tent,TRUE
picnic,barbecue,picnic,TRUE
bear,sandwich,picnic,TRUE
camping,barbecue,picnic,TRUE
sandwich,sandwich,sandwich,TRUE
sand,sandwich,sandwich,TRUE
salami,bologna,sandwich,TRUE
wall,door,room,TRUE
love,Rivendell,Arwen,TRUE
rash,sinner,sin,TRUE
cure,rash,itch,TRUE
annoyance,mosquito,itch,TRUE
paradox,paradox,paradox,TRUE
freedom,revolution,America,TRUE
Africa,desert,Egypt,TRUE
Africa,pyramid,Egypt,TRUE
Pope,Vatican,Catholic,TRUE
hell,Catholicism,purgatory,TRUE
gorilla,monkey,King Kong,TRUE
gorilla,chimpanzee,King Kong,TRUE
Empire State Building,Empire Kong,King Kong,TRUE
money,crime,bribe,TRUE
Death Star,star,supernova,TRUE
Death Star,black hole,supernova,TRUE
Peter Pan,Shakespeare,hook,TRUE
Satan,Satan,Satan,TRUE
Pope,hell,Satan,TRUE
hell,volcano,Satan,TRUE
hell,Hades,Satan,TRUE
home,Mordor,Shire,TRUE
Bilbo,Bilbo,Bilbo,TRUE
forest,treehouse,Ewok,TRUE
smores,campfire,s'mores,TRUE
bird,beast,griffin,TRUE
jail,escape,prison break,TRUE
pig,piglet,pork,TRUE
annoyance,annoyance,annoyance,TRUE
slavery,mistress,mistress,TRUE
mistress,mistress,mistress,TRUE
Vatican,Vatican,Vatican,TRUE
home,pool,swimming pool,TRUE
King Kong,skyscraper,Empire State Building,TRUE
skyscraper,New York,Empire State Building,TRUE
tranquility,tranquility,zen,TRUE
potion,philosopher's stone,elixir,TRUE
zen,Buddha,enlightenment,TRUE
zen,zen,zen,TRUE
revolution,revolution,evolution,TRUE
evolution,revolution,evolution,TRUE
citizen,government,tax,TRUE
swimmer,swimmer,swimming pool,TRUE
hex,curse,spell,TRUE
hex,spell,witch,TRUE
hex,witch,spell,TRUE
lion,pride,pride,TRUE
poem,Lord of the Rings,epic,TRUE
volcano,Mordor,Mount Doom,TRUE
lava,Mordor,Mount Doom,TRUE
Mount Doom,Mount Doom,Mount Doom,TRUE
race,engine,car,TRUE
Leia,Leia,Leia,TRUE
Theseus,Perseus,Hercules,TRUE
Abraham,Adam,Eve,TRUE
lion,cage,circus,TRUE
circus,circus,circus,TRUE
clown,tent,circus,TRUE
lion,Africa,Simba,TRUE
snowcone,icecreamcone,icecream,TRUE
icecreamcone,icecreamcone,icecream,TRUE
hamburger,hamburger,double hamburger,TRUE
Rohan,Rivendell,Gondor,TRUE
love,Gondor,Gondor,TRUE
ninja,ninja,ninja,TRUE
sausage,bologna,hot dog,TRUE
Arda,Noah,ark,TRUE
mistress,divorce,mistake,TRUE
babymoon,Baby Moon,Baby Moon,FALSE
necromancer,zombie,zombie king,TRUE
zombie king,zombie king,zombie king,TRUE
government,politician,corruption,TRUE
home,haiku,poem,TRUE
scarecrow,poem,riddle,TRUE
freedom,paradox,anarchy,TRUE
terror,fear,horror,TRUE
king,checkmate,checkmate,TRUE
home,sweat,gym,TRUE
Sauron,Balrog,Morgoth,TRUE
treehouse,tree,treehouse,TRUE
homeless,tent,camp,TRUE
Jack Sparrow,Captain Jack Sparrow,Captain Jack Sparrow,TRUE
Pirates of the Caribbean,Captain Jack Sparrow,Johnny Depp,TRUE
Captain Jack Sparrow,Captain Jack Sparrow,Captain Jack Sparrow,TRUE
Captain Jack Sparrow,pirate,Captain Jack Sparrow,TRUE
shade,light,shadow,TRUE
terrorist,ninja,assassin,TRUE
crane,migration,flock,TRUE
flock,migration,flock,TRUE
piglet,piglet,pig,TRUE
piglet,bacon,pig,TRUE
acid,poison,toxic,TRUE
pollution,poison,toxic,TRUE
poison,poison,toxic,TRUE
flood,Arda,Noah,TRUE
Arda,ark,Noah,TRUE
room,door,closet,TRUE
cook,cook,chef,TRUE
Middle Earth,Spock,Vulcan,TRUE
love,Spock,Vulcan,TRUE
fear,fear,phobia,TRUE
fear,sand,phobia,TRUE
paradox,god,trinity,TRUE
home,plantation,plantation,TRUE
centaur,chimera,Sagittarius,TRUE
home,houseboat,houseboat,TRUE
lake,houseboat,houseboat,TRUE
river,houseboat,houseboat,TRUE
houseboat,houseboat,boat,TRUE
philosopher's stone,philosopher's stone,philosopher's stone,TRUE
snow buggy,snow buggy,snow tank,TRUE
scuba diver,human,Aquaman,TRUE
traffic jam,tea,tea party,TRUE
blackest,blackest,blackest,TRUE
blacker,blackest,blackest,TRUE
zombie,zombie doctor,zombie doctor,TRUE
zombie doctor,zombie doctor,zombie doctor,TRUE
Balrog,Gollum,smog,TRUE
Balrog,pollution,smog,TRUE
One Ring,One Ring,Two Rings,TRUE
Gandalf,Fellowship,Fellowship of the Ring,TRUE
The Hobbit,forest,Treebeard,TRUE
Ra,Osiris,Horus,TRUE
demon,Satan,devil,TRUE
hell,angel,devil,TRUE
Satan,hell,devil,TRUE
Osiris,Poseidon,Isis,TRUE
airship,airship,airship,TRUE
angel,Osiris,Isis,TRUE
hobbit,Bilbo,Baggins,TRUE
Harley Quinn,Harley Quinn,Harley Quinn,TRUE
Poison Ivy,Harley Quinn,Harley Quinn,TRUE
marshmallow,marshmallow,giant marshmallow,TRUE
Vlad,behead,impale,TRUE
sinner,saint,priest,TRUE
sinner,human,priest,TRUE
street,lamp,streetlight,TRUE
assassin,ninja,samurai,TRUE
salami,sandwich,sub,TRUE
salt lick,butterscotch,caramel,TRUE
Hamlet,hometown,Denmark,TRUE
meat,meatloaf,meatloaf,TRUE
steak,meatloaf,meatloaf,TRUE
meatloaf,meatloaf,meatloaf,TRUE
Gollum,Smeagol,schizophrenia,TRUE
toxic,poison,venom,TRUE
battle,The Hobbit,The Battle of the Five Armies,TRUE
chef,cook,cooking,TRUE
love,chocolate,chocolate,TRUE
peace,tranquility,paradise,TRUE
kryptonite,Clark Kent,Clark Kent,TRUE
chimera,chimera,chimera,TRUE
Persephone,Demeter,pomegranate,TRUE
Athena,Persephone,Demeter,TRUE
Osiris,Mars,Ares,TRUE
monkey king,Sun Wukong,monkey king,TRUE
Sun Wukong,Sun Wukong,Sun Wukong,TRUE
wind,Sun Wukong,flying monkey,TRUE
chimpanzee,chimpanzee,gorilla,TRUE
moon,Mordor,moon door,TRUE
crime,citizen,criminal,TRUE
Batman,Batcave,Batmobile,TRUE
neanderthal,neanderthal,neanderthal,TRUE
zombie,zombie king,zombie queen,TRUE
driver,cab,taxi,TRUE
aspirin,pain,relief,TRUE
politician,annoyance,protest,TRUE
katana,triple katana,quadruple katana,FALSE
double katana,triple katana,quadruple katana,FALSE
triple katana,triple katana,triple katana,FALSE
swimmer,alicorn,seapony,TRUE
decapitate,decapitate,headless,TRUE
decapitate,zombie,headless,TRUE
hoarder,house,mansion,TRUE
love,Shakespeare,Romeo,TRUE
cemetery,cemetery,graveyard,TRUE
pomegranate,separation,seeds,TRUE
home,Bilbo,Bag End,TRUE
Athena,Athena,Athena,TRUE
Abraham,Lincoln,penny,TRUE
love,pet,puppy,TRUE
Pope,Satan,exorcist,TRUE
harlequin,harlequin,jester,TRUE
home,farm,barn,TRUE
The Hobbit,crown,King Under the Mountain,TRUE
pride,pride,ego,TRUE
picnic table,picnic table,picnic table,TRUE
icecream,icecreamcone,icecreamcone,TRUE
home,Anduin,Wrynn,TRUE
migration,migration,migration,TRUE
bologna,bologna,bologna,TRUE
burger,burger,Burger King,TRUE
butterscotch,butterscotch,toffee,TRUE
butterscotch,caramel,toffee,TRUE
love,Sancho Panza,Don Quixote,TRUE
battle,Gondor,Helm's Deep,TRUE
Helm's Deep,Helm's Deep,Helm's Deep,TRUE
Evil Kermit,Evil Kermit,Evil Kermit,TRUE
Evil Kermit,Kermit,Evil Kermit,TRUE
frog queen,frog queen,frog king,TRUE
Grim Reaper,Grim Reaper,Grim Reaper,TRUE
chimpanzee,monkey,ape,TRUE
chimpanzee,King Kong,ape,TRUE
King Kong,Empire Kong,Empire Kong,TRUE
Empire Kong,Empire Kong,Empire Kong,TRUE
Osiris,Saturn,Cronus,TRUE
corruption,corruption,crimson,TRUE
banquet,banquet,feast,TRUE
circus,lion,tamer,TRUE
Wolverine,city,Logan,TRUE
Wolverine,Lincoln,Logan,TRUE
chauffeur,chauffeur,driver,TRUE
suffering,suffering,suffering,TRUE
revolution,war,rebellion,TRUE
ninja,samurai,Ronin,TRUE
Picasso,Picasso,Picasso,TRUE
checkmate,behead,chess,TRUE
vampire,zompire,zompire,TRUE
haunted,haunted,haunted,TRUE
Death Star,planet,space,TRUE
hippie,hippie,hippie,TRUE
crypt,crypt,catacomb,TRUE
priest,wine,mass,TRUE
Bilbo,apple,Pippin,TRUE
balloon,airship,zeppelin,TRUE
Dark Knight,Dark Knight,Dark Knight,TRUE
Mordor,river,Anduin,TRUE
picnic,picnic table,ants,TRUE
rain,Demeter,wheat,TRUE
butter lick,butterscotch,butterscotch lick,TRUE
Splitsville,divorce,Splitsville,TRUE
door,door,double door,TRUE
dice,gambling,casino,TRUE
chocolate,chocolate,chocolate bar,TRUE
asylum,prison,mental hospital,TRUE
asylum,patient,psycho,TRUE
doctor,sinner,hypocrite,TRUE
politician,heartless,Trump,TRUE
splitting headache,splitting headache,migraine,TRUE
death,Grim Reaper,scythe,TRUE
reincarnation,reincarnation,reincarnation,TRUE
houseboat,boat,yacht,TRUE
Death Star,Death Star,Super Death Star,TRUE
tranquility,zen,yoga,TRUE
human,neanderthal,caveman,TRUE
Wolverine,citizen,X-Men,TRUE
chemotherapy,patient,survivor,TRUE
turkeycorn,unicorn,turkeycorn,FALSE
scuba diver,scuba diver,scuba diver,TRUE
aspirin,aspirin,aspirin,TRUE
traffic jam,tea party,tea jam,TRUE
art,Picasso,cubism,TRUE
checkers,checkers,checkerboard,TRUE
checkmate,checkmate,stalemate,TRUE
revolution,human,rebel,TRUE
philosopher,philosopher,philosophy,TRUE
wisdom,philosopher,sage,TRUE
Time Lord,Time Lord,Time Lord,TRUE
Rohan,Lord of the Rings,Lord Of The Rings: The Two Towers,TRUE
Lord of the Rings,Legolas,Orlando Bloom,TRUE
love,Legolas,arrow,TRUE
enemy,enemy,boss,TRUE
fishing rod,fishing rod,fishing pole,TRUE
Perseus,Perseus,Perseus,TRUE
circus,tent,Big Top,TRUE
home,fireplace,hearth,TRUE
home,pigpen,sty,TRUE
home,dustbin,garbage,TRUE
home,ruin,rubble,TRUE
home,assets,mortgage,TRUE
barbecue,barbecue,grill,TRUE
home,hotel,motel,TRUE
tornado,Mordor,tornadon,FALSE
Cowardly Lion,wizard,courage,TRUE
snowman,ninja,snow ninja,FALSE
wizard,necromancer,lich,TRUE
sandy,meatloaf,meatloaf sandwich,TRUE
escape,escape,hide,TRUE
Evil Kermit,Dark Kermit,Dark Evil Kermit,FALSE
philosopher's stone,wizard,alchemist,TRUE
Captain YinYang,Captain YinYang,Captain YinYang,FALSE
mistress,home,housewife,TRUE
King Kong,gorilla,Kong,TRUE
Legolas,Gimli,friendship,TRUE
Wolverine,dustnami,dustverine,FALSE
cab,cab,truck,TRUE
home,poem,haiku,TRUE
zompire,zombie,zompyre,TRUE
Jacobwolf,Jacobwolf,Jacobwolf,FALSE
fire,fireplace,warmth,TRUE
Superman,kryptonite,dead,TRUE
Star Wars: Darkest Night,Star Wars: Darkest Night,Star Wars: Darkest Night,FALSE
Ragnarok,Lord of the Rings,Lord Of The Ragnarok,FALSE
black,blackest,[not],FALSE
Dark Kermit,Dark Knight,Dark Kermit Knight,FALSE
Bag End,hobbit,home,TRUE
Romeo,Romeo,love,TRUE
elf,cupid,love,TRUE
animal,wisdom,human,TRUE
neanderthal,caveman,human,TRUE
angel,devil,human,TRUE
The Silmarillion,earth,Middle Earth,TRUE
Lord of the Rings,The Silmarillion,Middle Earth,TRUE
Saturn,Cronus,planet,TRUE
animal,monster,dragon,TRUE
beast,griffin,dragon,TRUE
griffin,dragon,dragon,TRUE
Elrond,twins,Lord of the Rings,TRUE
hobbit,elf,Lord of the Rings,TRUE
wind,flying monkey,tornado,TRUE
elf,Ariel,mermaid,TRUE
elf,mermaid,mermaid,TRUE
swimmer,seapony,mermaid,TRUE
plant,seeds,tree,TRUE
mass,plant,tree,TRUE
The Silmarillion,dust,dust,TRUE
seeds,earth,plant,TRUE
mass,seeds,plant,TRUE
Vlad,impale,Dracula,TRUE
relief,relief,mountain,TRUE
relief,mountain,mountain,TRUE
Superman,justice,Batman,TRUE
Gotham,criminal,Batman,TRUE
mass,tree,forest,TRUE
The Silmarillion,The Silmarillion,The Silmarillion,TRUE
